,PROPERTY TYPE,ADDRESS,CITY,ZIP OR POSTAL CODE,PRICE,SQUARE FEET,LOT SIZE,YEAR BUILT,shortesttime,BEDS,BATHS,medianhouseholdincome,averagehouseholdincome,percapitaincome,highincomehouseholds,walk,price/psf,differential
808,Single Family Residential,3708 Dundale Dr,SAN JOSE,95121,850000,1586,7273.0,1978,23,3.0,2.0,102728,124432,33599,17.9%,49,535.9394703656999,-315954.8551244321
809,Condo/Co-op,1521 Fledermaus Ct,SAN JOSE,95121,578888,1474,1026.0,1971,23,4.0,2.5,102728,124432,33599,17.9%,49,392.7327001356852,-380100.1084131298
810,Single Family Residential,2198 Ceynowa Ln,SAN JOSE,95121,1288000,1869,5587.0,1997,23,4.0,2.5,102728,124432,33599,17.9%,49,689.1385767790263,-33995.85076046316
811,Single Family Residential,1318 Sippola Way,SAN JOSE,95121,750000,1207,6622.0,1981,23,4.0,2.0,102728,124432,33599,17.9%,49,621.3753106876553,90522.77474326617
812,Single Family Residential,6032 Golden Vista Dr,SAN JOSE,95123,1189000,2165,2306.0,2015,26,4.0,2.5,112946,129066,44898,18.7%,75,549.1916859122401,-353006.3393850785
813,Single Family Residential,5881/5883 El Dori Dr,SAN JOSE,95123,1325000,2414,6839.0,1969,26,5.0,4.0,112946,129066,44898,18.7%,75,548.8815244407622,-448618.7847748315
814,Townhouse,5448 Colony Field Dr,SAN JOSE,95123,695000,1294,949.0,1984,26,2.0,2.5,112946,129066,44898,18.7%,75,537.0942812982998,-378608.1638304512
815,Single Family Residential,6013 Salida Del Sol,SAN JOSE,95123,948500,1748,6335.0,1967,26,4.0,2.0,112946,129066,44898,18.7%,75,542.6201372997712,-146949.99073421233
816,Single Family Residential,764 Windell Ct,SAN JOSE,95123,848888,1283,8929.0,1975,26,3.0,2.0,112946,129066,44898,18.7%,75,661.64302416212,9887.235572504811
817,Single Family Residential,622 Galen Dr,SAN JOSE,95123,1100000,2010,11358.0,1968,26,3.0,2.0,112946,129066,44898,18.7%,75,547.2636815920398,-396639.2963798186
818,Condo/Co-op,5888 Bridgeport Lake Way,SAN JOSE,95123,675000,1002,,1988,26,2.0,2.0,112946,129066,44898,18.7%,75,673.6526946107784,-75290.2076103246
819,Condo/Co-op,325 Tradewinds Dr,SAN JOSE,95123,585000,1246,,1986,26,3.0,2.0,112946,129066,44898,18.7%,75,469.5024077046549,-222564.30442900374
820,Single Family Residential,602 Azule Ave,SAN JOSE,95123,949999,1345,6427.0,1966,26,4.0,2.0,112946,129066,44898,18.7%,75,706.3189591078067,220032.03818181762
821,Condo/Co-op,5623 Playa Del Rey Ct #4,SAN JOSE,95123,455000,798,,1970,26,2.0,1.0,112946,129066,44898,18.7%,75,570.1754385964912,11868.865967422375
822,Condo/Co-op,373 Ellicott Loop,SAN JOSE,95123,998000,2370,893.0,2017,26,4.0,3.5,112946,129066,44898,18.7%,75,421.0970464135021,-849015.0976899078
823,Condo/Co-op,5933 Sunstone Dr #417,SAN JOSE,95123,820880,1706,,2019,26,2.0,2.5,112946,129066,44898,18.7%,75,481.17233294255567,-632864.6655607335
824,Condo/Co-op,5933 Sunstone Dr #219,SAN JOSE,95123,745880,1405,,2019,26,2.0,2.0,112946,129066,44898,18.7%,75,530.8754448398577,-375624.63713374385
825,Condo/Co-op,5933 Sunstone Dr #206,SAN JOSE,95123,709880,1261,,2019,26,2.0,2.0,112946,129066,44898,18.7%,75,562.9500396510706,-281098.46978636715
826,Single Family Residential,480 Curie Dr,SAN JOSE,95123,988000,1400,6887.0,1976,26,3.0,2.0,112946,129066,44898,18.7%,75,705.7142857142857,42755.677915848326
827,Condo/Co-op,5539 Sean Cir #57,SAN JOSE,95123,569800,1060,,1979,26,2.0,2.0,112946,129066,44898,18.7%,75,537.5471698113207,-231343.82705413434
828,Condo/Co-op,3004 La Terrace Cir,SAN JOSE,95123,579000,904,,1985,26,2.0,1.0,112946,129066,44898,18.7%,75,640.4867256637168,36921.403588575195
829,Condo/Co-op,5979 Lake Almanor Dr,SAN JOSE,95123,689000,1002,,1988,26,2.0,2.0,112946,129066,44898,18.7%,75,687.624750499002,-61290.20761032461
830,Single Family Residential,858 WINDSOR HILLS Cir,SAN JOSE,95123,1019000,1650,3150.0,1997,26,3.0,2.5,112946,129066,44898,18.7%,75,617.5757575757576,-216268.31333411834
831,Condo/Co-op,5689 Makati Cir Unit H,SAN JOSE,95123,469000,690,,1985,26,1.0,1.0,112946,129066,44898,18.7%,75,679.7101449275362,-42615.35774962313
832,Townhouse,423 Colony Cove Dr,SAN JOSE,95123,595950,942,906.0,1984,26,2.0,1.0,112946,129066,44898,18.7%,75,632.6433121019109,19618.045003263862
833,Condo/Co-op,721 Autumn Meadow Dr,SAN JOSE,95123,855000,1712,,2014,26,3.0,3.5,112946,129066,44898,18.7%,75,499.4158878504673,-558523.0363129557
834,Single Family Residential,6357 Cottle Rd,SAN JOSE,95123,875000,1502,6535.0,1971,26,3.0,2.0,112946,129066,44898,18.7%,75,582.5565912117177,-161745.1238539787
835,Single Family Residential,6157 Cottle Rd,SAN JOSE,95123,960000,1536,6427.0,1972,26,3.0,2.0,112946,129066,44898,18.7%,75,625.0,-107754.84894235572
836,Mobile/Manufactured Home,5770 Winfield Blvd #19,SAN JOSE,95123,385000,1488,,2012,26,3.0,3.0,112946,129066,44898,18.7%,75,258.73655913978496,-765696.156774279
837,Condo/Co-op,5494 Makati Cir,SAN JOSE,95123,460000,690,814.0,1984,26,1.0,1.0,112946,129066,44898,18.7%,75,666.6666666666666,-51424.31106271013
838,Townhouse,5922 CHARLOTTE Dr,SAN JOSE,95123,950000,2093,1594.0,2014,26,3.0,3.5,112946,129066,44898,18.7%,75,453.89393215480175,-808873.5207528898
839,Single Family Residential,655 Martinique Ct,SAN JOSE,95123,699900,1473,1742.0,1986,26,2.0,2.0,112946,129066,44898,18.7%,75,475.15274949083505,-476937.45326854335
840,Mobile/Manufactured Home,5770 Winfield Blvd #1,SAN JOSE,95123,389000,1819,,2007,26,3.0,2.0,112946,129066,44898,18.7%,75,213.85376580538758,-941961.659090613
841,Condo/Co-op,774 Warring Dr #2,SAN JOSE,95123,445000,903,3134.0,1970,26,2.0,1.0,112946,129066,44898,18.7%,75,492.8017718715393,-93306.46439004003
842,Mobile/Manufactured Home,165 Blossom Hl #535,SAN JOSE,95123,284900,1536,,1977,26,2.0,2.0,112946,129066,44898,18.7%,75,185.48177083333334,-947323.2313008038
843,Townhouse,5394 Pistachio Grove Ct,San Jose,95123,824999,1439,1002.0,1970,26,4.0,2.5,112946,129066,44898,18.7%,75,573.314107018763,-50340.811430969974
844,Condo/Co-op,144 S 3rd St #526,SAN JOSE,95112,795000,1421,1537.0,1997,21,2.0,2.0,63500,91801,32583,10.2%,79,559.4651653764954,-423024.7511315213
845,Condo/Co-op,97 E Saint James St #24,SAN JOSE,95112,549000,765,,1986,21,1.0,1.0,63500,91801,32583,10.2%,79,717.6470588235294,-117009.01689011604
846,Single Family Residential,288 S 12th St,SAN JOSE,95112,650000,1602,6561.0,1920,21,3.0,1.0,63500,91801,32583,10.2%,79,405.74282147315853,-435056.9854127199
847,Single Family Residential,385 S 15th St,SAN JOSE,95112,1698000,2400,6409.0,1915,21,3.0,3.0,63500,91801,32583,10.2%,79,707.5,-347050.5883039271
848,Single Family Residential,606 S 12th St,SAN JOSE,95112,859000,1072,3752.0,1951,21,2.0,1.0,63500,91801,32583,10.2%,79,801.3059701492538,84916.22874485585
849,Condo/Co-op,1060 S 3rd St #189,SAN JOSE,95112,498000,667,,2005,21,1.0,1.0,63500,91801,32583,10.2%,79,746.6266866566716,-82808.59560783126
850,Single Family Residential,870 N 5th St,SAN JOSE,95112,998800,1004,6889.0,1938,21,2.0,1.0,63500,91801,32583,10.2%,79,994.8207171314741,288837.19247765257
851,Single Family Residential,201 S 13th St,SAN JOSE,95112,2399621,4618,9003.0,1911,21,4.0,3.5,63500,91801,32583,10.2%,79,519.6234300563015,-1551021.8838713341
852,Single Family Residential,181 E Saint James St,SAN JOSE,95112,549000,572,1337.0,1924,21,1.0,1.0,63500,91801,32583,10.2%,79,959.7902097902098,69777.19921268127
853,Condo/Co-op,144 S 3rd St #535,SAN JOSE,95112,825000,1421,,1997,21,2.0,2.0,63500,91801,32583,10.2%,79,580.5770584095707,-393024.7511315213
854,Single Family Residential,876 N 14th St,SAN JOSE,95112,779000,820,5408.0,1930,21,2.0,1.0,63500,91801,32583,10.2%,79,950.0,237349.00202793768
855,Single Family Residential,268 E Saint James St,SAN JOSE,95112,798888,1176,3651.0,1901,21,3.0,1.5,63500,91801,32583,10.2%,79,679.3265306122449,44196.73197235144
856,Single Family Residential,510 N 2nd St,San Jose,95112,1990000,2270,6277.0,1907,21,9.0,2.0,63500,91801,32583,10.2%,79,876.6519823788547,1164200.9648389216
857,Townhouse,795 Modern Ice Dr,SAN JOSE,95112,739888,1288,520.0,2009,21,2.0,2.5,63500,91801,32583,10.2%,79,574.4472049689441,-419277.9743239563
858,Condo/Co-op,350 N 2nd St #119,SAN JOSE,95112,689888,1178,700.0,2005,21,2.0,2.0,63500,91801,32583,10.2%,79,585.6434634974534,-309402.2172281267
859,Mobile/Manufactured Home,900 Golden Wheel Park Dr #32,SAN JOSE,95112,159000,624,,1967,21,1.0,1.0,63500,91801,32583,10.2%,79,254.80769230769232,-375572.257644463
860,Single Family Residential,6974 Avenida Rotella,San Jose,95139,899888,1308,6000.0,1976,30,3.0,2.0,135089,148439,46730,23.3%,30,687.9877675840978,107011.58284479589
861,Single Family Residential,7209 Rosencrans Way,SAN JOSE,95139,1100000,2137,6476.0,1976,30,4.0,2.5,135089,148439,46730,23.3%,30,514.7402901263454,-340199.2435986919
862,Single Family Residential,7074 Via Blanca,SAN JOSE,95139,998000,1858,6500.0,1973,30,4.0,2.0,135089,148439,46730,23.3%,30,537.1367061356298,-129327.57290014601
863,Townhouse,7378 Tulare Hill Dr,SAN JOSE,95139,695000,1392,1811.0,1982,30,2.0,1.5,135089,148439,46730,23.3%,30,499.2816091954023,-279272.02908427035
864,Single Family Residential,7372 Phinney Way,San Jose,95139,965000,1743,6050.0,1972,30,4.0,2.0,135089,148439,46730,23.3%,30,553.6431440045898,-57896.87867886969
865,Condo/Co-op,1550 Technology Dr #1035,San Jose,95110,799777,1133,5227.0,2005,18,2.0,2.0,87634,112562,37655,13.5%,17,705.8932038834952,-210455.9301081642
866,Single Family Residential,1342 Forrestal Ave,SAN JOSE,95110,995000,1342,5000.0,1947,18,4.0,2.0,87634,112562,37655,13.5%,17,741.4307004470938,133429.84658332076
867,Condo/Co-op,230 Stonegate Cir,SAN JOSE,95110,439000,560,680.0,1984,18,1.0,1.0,87634,112562,37655,13.5%,17,783.9285714285714,-92540.56156590884
868,Condo/Co-op,175 W Saint James St #1007,SAN JOSE,95110,599000,663,551.0,2006,18,1.0,1.0,87634,112562,37655,13.5%,17,903.4690799396682,-30106.055600076448
869,Condo/Co-op,1550 Technology Dr #2062,SAN JOSE,95110,569000,914,806.0,2005,18,1.0,1.0,87634,112562,37655,13.5%,17,622.5382932166302,-287429.3700533825
870,Condo/Co-op,569 Shadow Dance Dr,SAN JOSE,95110,616000,871,1080.0,1987,18,2.0,2.0,87634,112562,37655,13.5%,17,707.2330654420207,-153308.97970892023
871,Condo/Co-op,38 N Almaden Blvd #2119,SAN JOSE,95110,1899000,1789,,2008,18,3.0,2.0,87634,112562,37655,13.5%,17,1061.4868641699272,457087.87195026386
872,Condo/Co-op,1550 Technology Dr #3033,SAN JOSE,95110,538000,831,,2005,18,1.0,1.0,87634,112562,37655,13.5%,17,647.4127557160048,-243195.537485103
873,Condo/Co-op,38 N Almaden Blvd #2107,SAN JOSE,95110,1699000,1262,,2008,18,2.0,2.0,87634,112562,37655,13.5%,17,1346.2757527733756,571264.2382490719
874,Condo/Co-op,38 N Almaden Blvd #1908,SAN JOSE,95110,750000,791,,2008,18,1.0,1.0,87634,112562,37655,13.5%,17,948.1668773704172,4488.591161762713
875,Condo/Co-op,38 N Almaden Blvd #1908,SAN JOSE,95110,750000,791,,2008,18,1.0,1.0,87634,112562,37655,13.5%,17,948.1668773704172,4488.591161762713
876,Condo/Co-op,38 N Almaden Blvd #1005,SAN JOSE,95110,750000,956,1.0,2008,18,1.0,1.0,87634,112562,37655,13.5%,17,784.5188284518829,-145072.64225710637
877,Condo/Co-op,38 N Almaden Blvd #1005,SAN JOSE,95110,750000,956,1.0,2008,18,1.0,1.0,87634,112562,37655,13.5%,17,784.5188284518829,-145072.64225710637
878,Single Family Residential,1059 Waco St,SAN JOSE,95110,1095000,1038,3900.0,1939,18,3.0,3.0,87634,112562,37655,13.5%,17,1054.913294797688,228192.15052800707
879,Single Family Residential,1080 Sherman St,SAN JOSE,95110,689000,812,2003.0,1926,18,2.0,1.0,87634,112562,37655,13.5%,17,848.5221674876848,103632.50234101794
880,Condo/Co-op,211 Proximity Way Unit Bldr ref A603,San Jose,95110,1185000,1579,,2020,18,3.0,3.0,87634,112562,37655,13.5%,17,750.4749841671944,-187662.19038229715
881,Single Family Residential,903 Sapphire Ct,SAN JOSE,95136,959999,1791,7984.0,1970,24,4.0,2.0,104909,129147,44041,18.0%,58,536.0128419877163,-209488.78810635465
882,Single Family Residential,5196 Derek Dr,SAN JOSE,95136,928888,1495,6727.0,1972,24,4.0,2.0,104909,129147,44041,18.0%,58,621.3297658862876,27321.90695609362
883,Mobile/Manufactured Home,257 MOUNTAIN Spgs #257,SAN JOSE,95136,269900,1300,,1981,24,2.0,2.0,104909,129147,44041,18.0%,58,207.6153846153846,-783657.6261243168
884,Condo/Co-op,278 Truckee Ln,SAN JOSE,95136,574500,875,,1973,24,2.0,2.0,104909,129147,44041,18.0%,58,656.5714285714286,-92295.7726107135
885,Townhouse,4557 Cimarron River Ct,SAN JOSE,95136,719000,1441,1606.0,1973,24,3.0,2.5,104909,129147,44041,18.0%,58,498.9590562109646,-356727.05730170105
886,Single Family Residential,806 Seabury Dr,SAN JOSE,95136,1150000,2195,6036.0,1970,24,5.0,2.5,104909,129147,44041,18.0%,58,523.9179954441913,-281577.1345315429
887,Single Family Residential,5249 Mill Creek Ln,SAN JOSE,95136,988000,1773,3437.0,1988,24,3.0,2.5,104909,129147,44041,18.0%,58,557.2476029328822,-391528.0878785143
888,Single Family Residential,5134 Bickley Ct,SAN JOSE,95136,999000,1512,8315.0,1970,24,3.0,2.0,104909,129147,44041,18.0%,58,660.7142857142857,-81106.48779469565
889,Mobile/Manufactured Home,510 Saddlebrook Dr #64,SAN JOSE,95136,219000,1048,,2000,24,3.0,2.0,104909,129147,44041,18.0%,58,208.96946564885496,-446253.571393871
890,Condo/Co-op,35 Cherry Crest Ln,SAN JOSE,95136,579888,986,,1988,24,2.0,2.0,104909,129147,44041,18.0%,58,588.1217038539554,-190387.3935780113
891,Condo/Co-op,3090 Empoli St #5,SAN JOSE,95136,849000,1668,,2017,24,2.0,2.0,104909,129147,44041,18.0%,58,508.9928057553957,-545002.1789631471
892,Mobile/Manufactured Home,3637 Snell Ave #215,SAN JOSE,95136,209900,1440,,1972,24,3.0,2.0,104909,129147,44041,18.0%,58,145.76388888888889,-805325.4974948331
893,Mobile/Manufactured Home,3637 Snell Ave #337,SAN JOSE,95136,219000,1344,,1969,24,2.0,2.0,104909,129147,44041,18.0%,58,162.94642857142858,-872148.0614597262
894,Mobile/Manufactured Home,3637 Snell Ave #151,SAN JOSE,95136,259000,1368,,1971,24,3.0,2.0,104909,129147,44041,18.0%,58,189.32748538011697,-690771.3671342316
895,Single Family Residential,4349 Sayoko Cir,SAN JOSE,95136,949888,1442,6182.0,1974,24,3.0,2.0,104909,129147,44041,18.0%,58,658.7295423023578,-67532.45430403925
896,Single Family Residential,1122 Silver Oak Ct,SAN JOSE,95120,758888,1299,2394.0,1975,41,2.0,2.0,185800,217091,72890,47.6%,6,584.2093918398768,531.8800460429629
897,Condo/Co-op,1104 Holly Oak Cir,San Jose,95120,1000000,1824,2635.0,1975,41,3.0,2.0,185800,217091,72890,47.6%,6,548.2456140350877,-70719.62281738478
898,Single Family Residential,1113 Porto Alegre Pl,SAN JOSE,95120,1995000,2989,8941.0,1986,41,5.0,3.0,185800,217091,72890,47.6%,6,667.4473067915691,74404.04756082408
899,Single Family Residential,6262 Desert Flame Dr,SAN JOSE,95120,1380000,1840,8700.0,1972,41,4.0,2.0,185800,217091,72890,47.6%,6,750.0,458863.7586841956
900,Single Family Residential,1125 Via Jose,SAN JOSE,95120,1299000,1919,10673.0,1962,41,4.0,2.0,185800,217091,72890,47.6%,6,676.9150599270454,308166.11985580646
901,Single Family Residential,6270 Via De Adrianna,SAN JOSE,95120,1525000,1800,12310.0,1973,41,4.0,2.0,185800,217091,72890,47.6%,6,847.2222222222222,639929.9807048873
902,Single Family Residential,6855 Queenswood Way,SAN JOSE,95120,1488800,1780,7297.0,1980,41,3.0,2.0,185800,217091,72890,47.6%,6,836.4044943820224,457008.1393264155
903,Single Family Residential,1394 Hillcrest Dr,SAN JOSE,95120,2599000,4400,12274.0,1972,41,5.0,3.5,185800,217091,72890,47.6%,6,590.6818181818181,-657300.5338854128
904,Single Family Residential,6699 Crystal Springs Dr,SAN JOSE,95120,2295000,2756,11524.0,1967,41,4.0,2.5,185800,217091,72890,47.6%,6,832.7285921625544,485123.45731234946
905,Single Family Residential,1580 Coleman Rd,SAN JOSE,95120,1449000,2278,8214.0,1965,41,5.0,2.5,185800,217091,72890,47.6%,6,636.0842844600527,236293.06066593458
906,Townhouse,5981 Post Oak Cir,SAN JOSE,95120,1288000,2454,2821.0,1985,41,3.0,3.0,185800,217091,72890,47.6%,6,524.8573757131214,-474490.2346358171
907,Single Family Residential,1651 Via Cortina,SAN JOSE,95120,1500000,2099,3192.0,1997,41,4.0,2.5,185800,217091,72890,47.6%,6,714.6260123868509,279917.6952273664
908,Single Family Residential,1023 Kiser Dr,SAN JOSE,95120,968000,1470,2631.0,1985,41,3.0,2.5,185800,217091,72890,47.6%,6,658.5034013605442,156842.6569735218
909,Single Family Residential,6418 Trinidad Dr,SAN JOSE,95120,939000,1400,2507.0,1972,41,2.0,1.5,185800,217091,72890,47.6%,6,670.7142857142857,149071.49802234513
910,Single Family Residential,1337 Rimrock Dr,SAN JOSE,95120,3400000,4631,23439.0,2000,41,4.0,5.5,185800,217091,72890,47.6%,6,734.1826819261498,-472165.0424383357
911,Condo/Co-op,2309 Saidel Dr #4,SAN JOSE,95124,580000,798,,1973,20,2.0,1.0,143425,170138,57798,30.9%,66,726.8170426065163,32831.44555449812
912,Townhouse,2218 Santoro Ln,SAN JOSE,95124,1099000,1535,1139.0,2007,20,3.0,2.5,143425,170138,57798,30.9%,66,715.9609120521172,-137403.41302107018
913,Single Family Residential,3544 Calico Ave,SAN JOSE,95124,1100000,1826,6270.0,1959,20,4.0,2.0,143425,170138,57798,30.9%,66,602.4096385542168,-168087.57157092285
914,Single Family Residential,1642 Salisbury Dr,SAN JOSE,95124,1749950,2584,5838.0,2005,20,4.0,2.5,143425,170138,57798,30.9%,66,677.2252321981424,-273405.0425802923
915,Single Family Residential,2251 Barrett Ave,SAN JOSE,95124,1248000,1241,5868.0,1961,20,3.0,2.0,143425,170138,57798,30.9%,66,1005.6406124093473,346279.7409800859
916,Single Family Residential,2178 Barrett Ave,SAN JOSE,95124,1499000,1395,7850.0,1961,20,4.0,2.0,143425,170138,57798,30.9%,66,1074.551971326165,621202.4053796912
917,Single Family Residential,3492 Meridian Ave,SAN JOSE,95124,1499000,2690,8034.0,1963,20,5.0,2.5,143425,170138,57798,30.9%,66,557.2490706319703,-448899.6948812164
918,Single Family Residential,1756 Clarence Ct,SAN JOSE,95124,1795000,1983,8625.0,1978,20,3.0,2.0,143425,170138,57798,30.9%,66,905.1941502773575,217459.61277649878
919,Single Family Residential,1784 Gunston Way,SAN JOSE,95124,1550000,1632,15318.0,1956,20,4.0,2.0,143425,170138,57798,30.9%,66,949.7549019607843,458333.3217216986
920,Single Family Residential,1621 Fairlawn Ave,SAN JOSE,95125,1649999,2245,8961.0,1959,24,5.0,3.0,116708,161318,64401,26.8%,53,734.9661469933185,115797.71173772914
921,Single Family Residential,998 Patricia Way,SAN JOSE,95125,1488000,1483,5709.0,1941,24,3.0,2.0,116708,161318,64401,26.8%,53,1003.3715441672285,439720.38593879435
922,Condo/Co-op,1139 Bird Ave #6,San Jose,95125,599000,879,887.0,1981,24,2.0,2.0,116708,161318,64401,26.8%,53,681.4562002275313,-72949.87297677784
923,Single Family Residential,1168 Koch Ln,SAN JOSE,95125,1779000,2943,9827.0,1957,24,4.0,2.5,116708,161318,64401,26.8%,53,604.4852191641182,-491617.60135776456
924,Single Family Residential,1778 Ellen Ave,SAN JOSE,95125,2988000,2993,4998.0,1948,24,4.0,4.5,116708,161318,64401,26.8%,53,998.329435349148,436163.9073308874
925,Single Family Residential,1158 Pine Ave,SAN JOSE,95125,1259000,1338,6000.0,1935,24,2.0,1.0,116708,161318,64401,26.8%,53,940.9566517189836,298594.27900598524
926,Single Family Residential,1941 Coastland Ave,SAN JOSE,95125,1250000,1425,6641.0,1949,24,3.0,1.0,116708,161318,64401,26.8%,53,877.1929824561404,371573.21487404685
927,Single Family Residential,1127 Doralee Way,SAN JOSE,95125,2750000,4058,9500.0,2019,24,5.0,5.0,116708,161318,64401,26.8%,53,677.6737309019221,-676641.1192582892
928,Single Family Residential,2289 Fairglen Dr,SAN JOSE,95125,1598000,1688,6063.0,1958,24,4.0,3.0,116708,161318,64401,26.8%,53,946.6824644549763,405359.0762541534
929,Single Family Residential,1048 Hazelwood Ave,SAN JOSE,95125,2590000,2628,5840.0,2020,24,5.0,3.5,116708,161318,64401,26.8%,53,985.5403348554033,637577.4345584584
930,Townhouse,2058 Delbarr Ct,SAN JOSE,95125,675000,1290,1273.0,1986,24,2.0,2.5,116708,161318,64401,26.8%,53,523.2558139534884,-429852.6237842452
931,Single Family Residential,2635 Malaga Dr,SAN JOSE,95125,1350000,1791,6480.0,1961,24,3.0,2.0,116708,161318,64401,26.8%,53,753.7688442211055,18718.483151979046
932,Single Family Residential,1725 Lincoln Ave,SAN JOSE,95125,1799000,2118,6615.0,1927,24,4.0,3.0,116708,161318,64401,26.8%,53,849.3862134088763,222515.88494170597
933,Townhouse,2073 Foxhall Loop,SAN JOSE,95125,724950,1004,536.0,1984,24,2.0,1.5,116708,161318,64401,26.8%,53,722.0617529880478,-1472.8963465166744
934,Single Family Residential,1871 Mcbain Ave,SAN JOSE,95125,2665000,3363,10104.0,2008,24,4.0,3.5,116708,161318,64401,26.8%,53,792.4472197442759,-114870.46662470512
935,Single Family Residential,2545 Fairdell Dr,SAN JOSE,95125,1359000,1783,6695.0,1961,24,4.0,2.0,116708,161318,64401,26.8%,53,762.1985417835109,198483.08581738314
936,Single Family Residential,1506 Bird Ave,SAN JOSE,95125,1390000,1717,7039.0,1986,24,3.0,2.0,116708,161318,64401,26.8%,53,809.551543389633,121018.26308822306
937,Single Family Residential,1377 Cristina Ave,SAN JOSE,95125,1099000,900,5000.0,1937,24,2.0,1.0,116708,161318,64401,26.8%,53,1221.111111111111,535229.2779804303
938,Condo/Co-op,1421 Alma Loop,SAN JOSE,95125,529000,784,790.0,1984,24,1.0,1.0,116708,161318,64401,26.8%,53,674.7448979591836,-102116.98597630952
939,Single Family Residential,1140 Kotenberg Ave,SAN JOSE,95125,2349800,2915,10100.0,1916,24,5.0,3.5,116708,161318,64401,26.8%,53,806.106346483705,157100.38702034485
940,Single Family Residential,2301 Richland Ave,SAN JOSE,95125,3199000,3700,10131.0,2019,24,5.0,4.5,116708,161318,64401,26.8%,53,864.5945945945946,156265.51707703667
941,Mobile/Manufactured Home,306 Millpond Dr #306,SAN JOSE,95125,289500,1980,,1978,24,2.0,2.0,116708,161318,64401,26.8%,53,146.21212121212122,-1379858.0540928573
942,Single Family Residential,1033 Ramona Ave,SAN JOSE,95125,1398000,2138,8370.0,1924,24,4.0,3.0,116708,161318,64401,26.8%,53,653.8821328344247,-196039.60935135745
943,Single Family Residential,749 Willow Glen Way,SAN JOSE,95125,1480000,2154,6920.0,1947,24,4.0,3.0,116708,161318,64401,26.8%,53,687.0937790157845,-132936.59063339746
944,Single Family Residential,1050 Lincoln Ct,SAN JOSE,95125,2798000,3440,6563.0,2019,24,5.0,4.5,116708,161318,64401,26.8%,53,813.3720930232558,-9062.236323533114
945,Single Family Residential,1726 Guadalupe Ave,SAN JOSE,95125,999000,2426,6350.0,1941,24,4.0,3.0,116708,161318,64401,26.8%,53,411.78895300906845,-859339.7377236318
946,Single Family Residential,1306 Newport,SAN JOSE,95125,2699000,3141,9000.0,1913,24,6.0,3.5,116708,161318,64401,26.8%,53,859.2804839223178,465533.10780700017
947,Mobile/Manufactured Home,729 Millstream #729,SAN JOSE,95125,315000,1440,,2003,24,3.0,2.0,116708,161318,64401,26.8%,53,218.75,-706147.9447891354
948,Mobile/Manufactured Home,595 Millpond Dr #595,SAN JOSE,95125,339888,1680,,2008,24,3.0,2.0,116708,161318,64401,26.8%,53,202.31428571428572,-899758.7904693282
949,Single Family Residential,1091 Franquette Ave,SAN JOSE,95125,1948000,2224,8746.0,1932,24,3.0,2.5,116708,161318,64401,26.8%,53,875.8992805755396,170369.82191037014
950,Single Family Residential,998 Blue Jay Dr,SAN JOSE,95125,1195000,2069,5227.0,2000,24,3.0,2.5,116708,161318,64401,26.8%,53,577.5737071048816,-455124.43655774416
951,Single Family Residential,2492 Gerald Way,SAN JOSE,95125,2780000,4256,9541.0,2015,24,5.0,5.5,116708,161318,64401,26.8%,53,653.1954887218045,-884754.4940155456
952,Single Family Residential,1238 Clark Way,SAN JOSE,95125,2948000,3150,6978.0,1948,24,4.0,3.0,116708,161318,64401,26.8%,53,935.8730158730159,432066.3718603337
953,Condo/Co-op,639 Harrison Ter,SAN JOSE,95125,1100000,1800,3008.0,2007,24,4.0,4.0,116708,161318,64401,26.8%,53,611.1111111111111,-322330.7265904052
954,Mobile/Manufactured Home,2150 Almaden Rd #242,SAN JOSE,95125,299000,1337,,2019,24,3.0,2.0,116708,161318,64401,26.8%,53,223.63500373971578,-631842.2248576614
955,Single Family Residential,1385 Dentwood Dr,SAN JOSE,95118,899000,1508,7205.0,1960,23,3.0,2.0,107701,138663,49225,22.0%,68,596.1538461538462,-192814.34078016947
956,Single Family Residential,1438 Blackstone Ave,SAN JOSE,95118,1149888,1285,6329.0,1971,23,3.0,2.0,107701,138663,49225,22.0%,68,894.8544747081712,258106.4187086837
957,Single Family Residential,5311 Escover Ln,SAN JOSE,95118,1199000,1750,7491.0,1962,23,4.0,2.0,107701,138663,49225,22.0%,68,685.1428571428571,50960.239088879665
958,Single Family Residential,1206 Sierra Mar Dr,SAN JOSE,95118,999000,1176,5923.0,1956,23,3.0,2.0,107701,138663,49225,22.0%,68,849.4897959183673,208885.1762406011
959,Condo/Co-op,4666 Capay Dr #4,SAN JOSE,95118,475000,798,,1970,23,2.0,1.0,107701,138663,49225,22.0%,68,595.2380952380952,-19863.274208670366
960,Single Family Residential,1491 Dentwood Dr,SAN JOSE,95118,1149888,1071,6021.0,1960,23,3.0,2.0,107701,138663,49225,22.0%,68,1073.6582633053222,454184.3198504115
961,Single Family Residential,1532 Hillsdale Ave,SAN JOSE,95118,1150000,1885,6420.0,1959,23,4.0,3.0,107701,138663,49225,22.0%,68,610.079575596817,-238643.0655430765
962,Condo/Co-op,5525 Cribari Circle Cir,SAN JOSE,95135,475000,1223,10171.0,1968,47,2.0,2.0,142531,164386,55729,31.7%,0,388.3892068683565,-109665.70224893186
963,Condo/Co-op,8411 Chenin Blanc Ln,SAN JOSE,95135,620000,1571,2012.0,1978,47,2.0,2.0,142531,164386,55729,31.7%,0,394.65308720560154,-282014.4068742222
