SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Multi-Family (5+ Unit),1015 Euclid Ave,Berkeley,CA,94708,3488888,,,Berkeley,7050,8230,1913,15,495,,Active,,,http://www.redfin.com/CA/Berkeley/1015-Euclid-Ave-94708/home/1004526,Bridge MLS,40891713,N,Y,37.8913961,-122.2644804
MLS Listing,,Single Family Residential,1538 Grand Vw,Berkeley,CA,94705,2830000,4,3.5,Claremont Hills,4086,16552,2019,16,693,,Active,January-25-2020 01:00 PM,January-25-2020 05:00 PM,http://www.redfin.com/CA/Berkeley/1538-Grand-View-Dr-94705/home/170221398,Bridge MLS,40891630,N,Y,37.8553672,-122.2315175
MLS Listing,,Vacant Land,10 Garden Dr,Kensington,CA,94708,564000,,,Kensington,,7841,,16,,,Active,,,http://www.redfin.com/CA/Kensington/10-Garden-Dr-94708/home/169045118,Bridge MLS,40891581,N,Y,37.9105961,-122.2755795
MLS Listing,,Single Family Residential,1347 La Loma Ave,Berkeley,CA,94708,1499000,4,2.0,North Berkeley,1854,6000,1937,16,809,,Active,,,http://www.redfin.com/CA/Berkeley/1347-La-Loma-Ave-94708/home/1609373,Bridge MLS,40891573,N,Y,37.8840204,-122.2562385
MLS Listing,,Single Family Residential,2121 Woolsey St,BERKELEY,CA,94705,1150000,4,2.0,BERKELEY,2069,5000,1919,18,556,,Active,,,http://www.redfin.com/CA/Berkeley/2121-Woolsey-St-94705/home/632998,MLSListings,ML81778143,N,Y,37.852703,-122.2650564
MLS Listing,,Single Family Residential,697 60Th St,Oakland,CA,94609,899888,3,1.0,N Oakland,1166,4074,1908,35,772,,Active,,,http://www.redfin.com/CA/Oakland/697-60th-St-94609/home/1164155,Bridge MLS,40890919,N,Y,37.8452905,-122.2681137
MLS Listing,,Vacant Land,1036 Siler Pl,Berkeley,CA,94705,272500,,,Berkeley,,7411,,60,,,Active,,,http://www.redfin.com/CA/Berkeley/1036-Siler-Pl-94705/home/166938520,Bridge MLS,40889674,N,Y,37.8622091,-122.2342247
MLS Listing,,Vacant Land,1032 Siler Pl,Berkeley,CA,94705,272500,,,Claremont Canyon,,5908,,60,,,Active,,,http://www.redfin.com/CA/Berkeley/1032-Siler-Pl-94705/home/166938338,Bridge MLS,40889673,N,Y,37.8621384,-122.2342589
MLS Listing,,Single Family Residential,1044 Siler Pl,Berkeley,CA,94705,1250000,3,2.0,Claremont Hills,2022,19833,1957,60,618,,Active,,,http://www.redfin.com/CA/Berkeley/1044-Siler-Pl-94705/home/1717487,Bridge MLS,40889671,N,Y,37.8621731,-122.2340797
MLS Listing,,Vacant Land,2141 Bonar,Berkeley,CA,94702,695000,,,Berkeley,,8261,,62,,,Active,,,http://www.redfin.com/CA/Berkeley/2141-Bonar-St-94702/home/169914533,Bridge MLS,40889523,N,Y,37.867562,-122.286726
MLS Listing,,Vacant Land,892 Panoramic Way,Berkeley,CA,94704,125000,,,Berkeley,,2725,,64,,,Active,,,http://www.redfin.com/CA/Berkeley/892-Panoramic-Way-94704/home/169895911,Bridge MLS,40889331,N,Y,37.8690366,-122.2408034
MLS Listing,,Single Family Residential,6880 Buckingham Blvd,Berkeley,CA,94705,1599000,5,3.5,Claremont Hills,3550,5060,2018,77,450,,Active,,,http://www.redfin.com/CA/Berkeley/6880-Buckingham-Blvd-94705/home/17518431,Bridge MLS,40888209,N,Y,37.8576076,-122.2246977
MLS Listing,,Condo/Co-op,933 Addison St Unit D,Berkeley,CA,94710,399000,1,1.0,West Berkeley,583,,1986,82,684,452,Active,,,http://www.redfin.com/CA/Berkeley/933-Addison-St-94710/unit-D/home/670172,Bridge MLS,40887867,N,Y,37.867487,-122.2946952
MLS Listing,,Single Family Residential,2422 Bonar St,Berkeley,CA,94702,1499000,4,3.0,Berkeley/Albany,1792,4440,1937,83,836,,Active,January-25-2020 02:00 PM,January-25-2020 04:00 PM,http://www.redfin.com/CA/Berkeley/2422-Bonar-St-94702/home/1672935,San Francisco MLS,492120,N,Y,37.8625849,-122.2862785
MLS Listing,,Vacant Land,0 Ninth St,Unincorporated,CA,,2500,,,699 - Not Defined,,5478,,91,,,Active,,,http://www.redfin.com/CA/Berkeley/Ninth-St-Unknown/home/169530076,CRMLS,PW19249715,N,Y,37.8673244,-122.2939889
MLS Listing,,Other,1112-1114 Chaucer St Unit Duplex,BERKELEY,CA,94702,1499000,5,5.0,BERKELEY,2920,4800,1948,92,513,,Active,,,http://www.redfin.com/CA/Berkeley/1112-Chaucer-St-94702/unit-Duplex/home/143844045,MLSListings,ML81773395,N,Y,37.8635907,-122.2895566
MLS Listing,,Vacant Land,6518 San Pablo Ave,Oakland,CA,94608,1200000,,,Oakland,,4939,,96,,,Active,,,http://www.redfin.com/CA/Oakland/6518-San-Pablo-Ave-94608/home/79095139,Bridge MLS,40886413,N,Y,37.848546,-122.285111
MLS Listing,,Vacant Land,7003 Buckingham Blvd,Oakland,CA,94705,200000,,,Oakland,,7382,,96,,,Active,,,http://www.redfin.com/CA/Berkeley/7003-Buckingham-Blvd-94705/home/169466932,San Francisco MLS,491680,N,Y,37.8596667,-122.2233239
MLS Listing,,Vacant Land,,Oakland,CA,94603,200000,,,Oakland,,7382,,96,,,Active,,,http://www.redfin.com/CA/Oakland/Undisclosed-address-94705/home/22679264,Bridge MLS,40886367,N,Y,37.860564,-122.222489
MLS Listing,,Vacant Land,0 Tunnel,Berkeley,CA,94705,499000,,,Berkeley,,19791,,102,,,Active,,,http://www.redfin.com/CA/Berkeley/Tunnel-Rd-94705/home/22663644,Bridge MLS,40885744,N,Y,37.852841,-122.235585
MLS Listing,,Multi-Family (2-4 Unit),1921 Dwight Way,Berkeley,CA,94704,1295000,,,Berkeley,2163,5400,1906,103,599,,Active,,,http://www.redfin.com/CA/Berkeley/1921-Dwight-Way-94704/home/665988,Bridge MLS,40885548,N,Y,37.8636701,-122.2713038
MLS Listing,,Single Family Residential,965 Hilldale Ave,Berkeley,CA,94708,1849000,4,4.0,Berkeley Hills,3425,5200,1930,105,540,,Active,,,http://www.redfin.com/CA/Berkeley/965-Hilldale-Ave-94708/home/704703,Bridge MLS,40885239,N,Y,37.89321,-122.2629295
MLS Listing,,Multi-Family (2-4 Unit),1915 Berryman St,Berkeley,CA,94709,1625000,5,4.0,Northside,1972,10420,1900,118,824,,Active,,,http://www.redfin.com/CA/Berkeley/1915-Berryman-St-94709/home/691401,Bridge MLS,40883725,N,Y,37.8836716,-122.2734305
MLS Listing,,Condo/Co-op,2352 Hilgard Ave,Berkeley,CA,94709,879000,2,1.5,North Campus,1135,,1960,126,774,300,Active,,,http://www.redfin.com/CA/Berkeley/2352-Hilgard-Ave-94709/unit-2352/home/1526671,Bridge MLS,40882727,N,Y,37.878029,-122.263527
MLS Listing,,Single Family Residential,2723 Webster St,Berkeley,CA,94705,2700000,6,4.0,Elmwood,3197,6550,1912,126,845,,Active,,,http://www.redfin.com/CA/Berkeley/2723-Webster-St-94705/home/655573,Bridge MLS,40882592,N,Y,37.8560983,-122.2517628
MLS Listing,,Multi-Family (5+ Unit),1616 Prince St,Berkeley,CA,94703,1500000,6,,Alameda County,2634,5227,1939,127,569,,Active,,,http://www.redfin.com/CA/Berkeley/1616-Prince-St-94703/home/653115,BAREIS,21924415,N,Y,37.8517102,-122.2756015
MLS Listing,,Single Family Residential,150 Bret Harte Rd,Berkeley,CA,94708,2650000,4,4.0,Cragmont,3987,11473,1980,133,665,,Active,January-26-2020 01:00 PM,January-26-2020 03:00 PM,http://www.redfin.com/CA/Berkeley/150-Bret-Harte-Rd-94708/home/595282,Bridge MLS,40881751,N,Y,37.889896,-122.2592296
MLS Listing,,Multi-Family (2-4 Unit),2326 Mckinley Ave,Berkeley,CA,94703,2650000,7,4.5,Berkeley,3440,7800,1906,133,770,,Active,,,http://www.redfin.com/CA/Berkeley/2326-McKinley-Ave-94703/home/1548753,Bridge MLS,40881734,N,Y,37.8657361,-122.2736865
MLS Listing,,Vacant Land,614 Cragmont Ave,Berkeley,CA,94708,795000,,,Berkeley,,15927,,146,,,Active,,,http://www.redfin.com/CA/Berkeley/614-Cragmont-Ave-94708/home/168828453,Bridge MLS,40880093,N,Y,37.9001367,-122.2692371
MLS Listing,,Vacant Land,0 Cragmont Ave,Berkeley,CA,94708,800000,,,Berkeley Hills,,24894,,163,,,Active,,,http://www.redfin.com/CA/Berkeley/Cragmont-Ave-94708/home/22673494,Bridge MLS,40877960,N,Y,37.891568,-122.261023
MLS Listing,,Vacant Land,0 Campus Dr. Dr,Berkeley,CA,94708,289000,,,Berkeley View Te,,5304,,173,,,Active,,,http://www.redfin.com/CA/Berkeley/Campus-Dr-94708/home/22683317,Bridge MLS,40876845,N,Y,37.887604,-122.254832
MLS Listing,,Single Family Residential,1985 Tunnel Rd,Berkeley,CA,94705,1495000,3,3.5,Claremont Hills,4083,9334,1996,180,366,,Active,,,http://www.redfin.com/CA/Berkeley/1985-Tunnel-Rd-94705/home/711696,Bridge MLS,40876043,N,Y,37.8599026,-122.2214028
MLS Listing,,Vacant Land,0 Le Roy Ave,Berkeley,CA,94708,595000,,,Berkeley,,5983,,238,,,Active,,,http://www.redfin.com/CA/Berkeley/Le-Roy-Ave-94708/home/22650442,Bridge MLS,40867624,N,Y,37.882439,-122.260227
MLS Listing,,Vacant Land,0 Perth Pl,Oakland,CA,94705,748000,,,Oakland,,73180,,266,,,Active,,,http://www.redfin.com/CA/Oakland/Perth-Pl-94705/home/22729711,Bridge MLS,40863682,N,Y,37.859216,-122.234115
MLS Listing,,Vacant Land,1375 Queens Rd,Berkeley,CA,94708,400000,,,Berkeley,,5401,,315,,,Active,,,http://www.redfin.com/CA/Berkeley/1375-Queens-Rd-94708/home/22703143,Bridge MLS,40856715,N,Y,37.88542,-122.25185
MLS Listing,,Single Family Residential,1960 San Antonio Ave,Berkeley,CA,94707,5995000,7,6.5,Berkeley Hills,12000,130680,1912,1218,500,,Active,,,http://www.redfin.com/CA/Berkeley/1960-San-Antonio-Ave-94707/home/28697135,Bridge MLS,40758099,N,Y,37.8984893,-122.2763104
